Marital status,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Curricular units 1st sem (credited),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,Target_Numeric,total_units_enrolled,total_units_approved,approval_rate,avg_semester_grade,evaluation_load,is_mature_student,financial_risk,scholarship_effective,enrollment_stability
1,1,19,120.0,37,37,9,4,98.6,0,1,0,1,0,28,0,0,0,0,12.4,0.5,1.79,Dropout,0,10,0,0.0,0.0,17,1,1,0,0.5882352941176471
1,0,3,130.0,37,37,9,9,130.0,0,0,1,1,0,31,9,0,5,0,12.7,3.7,-1.7,Dropout,0,14,14,1.0,13.51111111111111,14,1,0,0,1.0
1,1,1,130.0,1,38,5,9,118.1,0,1,0,1,0,18,0,0,0,0,9.4,-0.8,-3.12,Enrolled,2,0,0,0.0,0.0,0,0,1,0,0.0
1,1,1,100.0,1,3,9,10,120.0,0,1,0,1,0,44,2,2,0,1,15.5,2.8,-4.06,Dropout,0,13,4,0.3076923076923077,6.0,30,1,1,0,0.43333333333333335
1,1,1,142.0,1,1,9,9,127.7,1,0,1,1,0,19,0,1,0,0,12.7,3.7,-1.7,Graduate,1,10,9,0.9,12.3,17,0,0,0,0.5882352941176471
1,1,1,130.0,1,1,2,9,130.0,0,0,1,1,0,21,6,0,4,0,8.9,1.4,3.51,Enrolled,2,23,23,1.0,14.083333333333334,27,0,0,0,0.8518518518518519
1,1,1,148.0,3,19,3,5,147.7,0,0,1,1,1,18,0,0,0,0,9.4,-0.8,-3.12,Dropout,0,10,0,0.0,0.0,10,0,0,0,1.0
1,1,39,170.0,19,19,5,5,170.0,1,0,1,1,0,20,0,0,0,0,16.2,0.3,-0.92,Graduate,1,12,12,1.0,14.9,18,0,0,0,0.6666666666666666
1,1,1,110.0,37,37,7,7,110.2,0,0,1,1,0,55,0,0,0,0,11.1,0.6,2.02,Graduate,1,12,12,1.0,14.0,12,1,0,0,1.0
1,1,1,166.0,19,37,4,8,146.4,0,0,1,1,0,27,0,0,0,0,7.6,2.6,0.32,Enrolled,2,10,4,0.4,11.5,24,1,0,0,0.4166666666666667
1,1,1,135.0,12,19,5,5,121.0,0,0,1,1,0,19,0,0,0,0,12.4,0.5,1.79,Dropout,0,10,0,0.0,0.0,0,0,0,0,0.0
1,1,1,133.0,19,37,9,9,129.9,0,0,1,1,0,18,0,0,0,0,12.4,0.5,1.79,Graduate,1,10,10,1.0,12.399999999999999,10,0,0,0,1.0
2,1,1,133.1,37,37,7,4,132.0,0,0,1,1,0,43,0,0,0,0,15.5,2.8,-4.06,Dropout,0,12,4,0.3333333333333333,5.875,17,1,0,0,0.7058823529411765
1,1,1,121.0,19,19,9,6,125.9,1,0,1,1,0,18,0,0,0,0,13.9,-0.3,0.79,Dropout,0,12,0,0.0,0.0,0,0,0,0,0.0
1,1,1,159.0,3,3,2,2,165.7,1,0,1,1,0,18,0,0,0,0,9.4,-0.8,-3.12,Dropout,0,0,0,0.0,0.0,0,0,0,0,0.0
1,1,1,130.0,37,38,9,9,122.7,1,1,1,1,1,20,0,0,0,0,8.9,1.4,3.51,Dropout,0,12,0,0.0,0.0,13,0,1,0,0.9230769230769231
2,0,1,121.0,37,19,9,9,141.4,0,1,0,1,0,29,0,0,0,0,10.8,1.4,1.74,Dropout,0,10,8,0.8,11.525,15,1,1,0,0.6666666666666666
1,1,19,133.1,37,37,9,10,156.4,1,1,1,1,0,44,0,0,0,0,13.9,-0.3,0.79,Dropout,0,12,5,0.4166666666666667,5.785714285714286,20,1,1,0,0.6
1,1,1,146.0,37,37,9,9,148.5,1,0,1,1,0,18,0,0,0,0,10.8,1.4,1.74,Enrolled,2,10,5,0.5,13.0,15,0,0,0,0.6666666666666666
1,1,39,140.0,37,37,9,1,140.0,0,0,1,1,1,20,0,0,0,0,15.5,2.8,-4.06,Enrolled,2,12,11,0.9166666666666666,13.066666666666666,24,0,0,1,0.5
1,1,1,125.0,38,37,8,7,131.7,1,0,1,1,0,20,3,0,3,0,12.4,0.5,1.79,Dropout,0,15,7,0.4666666666666667,12.708333333333332,18,0,0,0,0.8333333333333334
2,1,1,120.0,37,37,9,9,104.7,1,0,1,1,0,36,0,0,0,0,10.8,1.4,1.74,Dropout,0,9,0,0.0,0.0,13,1,0,0,0.6923076923076923
1,1,39,150.0,5,1,2,5,150.0,1,0,1,1,0,19,1,0,1,0,13.9,-0.3,0.79,Enrolled,2,12,7,0.5833333333333334,11.3,25,0,0,0,0.48
2,1,19,110.0,37,37,90,90,110.0,0,0,0,1,0,29,0,0,0,0,12.7,3.7,-1.7,Dropout,0,10,0,0.0,0.0,10,1,1,0,1.0
1,1,1,120.0,1,1,9,9,129.1,1,0,1,1,0,18,0,0,0,0,10.8,1.4,1.74,Dropout,0,12,7,0.5833333333333334,10.791666666666668,16,0,0,0,0.75
1,1,1,133.1,1,1,1,6,120.0,0,0,0,1,0,24,0,0,0,0,13.9,-0.3,0.79,Dropout,0,12,0,0.0,0.0,0,0,1,0,0.0
1,1,1,133.1,3,19,2,5,127.0,0,0,1,1,0,20,0,0,0,0,15.5,2.8,-4.06,Graduate,1,12,12,1.0,14.666666666666668,13,0,0,0,0.9230769230769231
2,0,19,133.1,19,37,9,9,151.5,0,1,0,1,0,45,0,0,0,0,16.2,0.3,-0.92,Dropout,0,11,0,0.0,0.0,12,1,1,0,0.9166666666666666
1,1,1,130.0,38,37,4,4,126.8,1,0,1,1,1,28,18,3,18,3,7.6,2.6,0.32,Graduate,1,46,40,0.8695652173913043,13.5,46,1,0,1,1.0
1,1,1,160.0,19,38,9,9,140.8,1,0,1,1,0,23,0,0,0,0,7.6,2.6,0.32,Enrolled,2,12,11,0.9166666666666666,12.433333333333334,18,0,0,0,0.6666666666666666
1,1,1,128.0,1,19,4,7,125.6,1,0,1,1,0,18,0,0,0,0,12.4,0.5,1.79,Graduate,1,15,14,0.9333333333333333,11.895714285714286,18,0,0,0,0.8333333333333334
1,1,1,140.0,19,19,9,4,127.8,1,0,1,1,0,23,0,1,0,0,9.4,-0.8,-3.12,Dropout,0,10,6,0.6,11.0,14,0,0,0,0.7142857142857143
1,1,1,120.0,3,3,2,2,120.0,1,0,1,1,0,22,0,0,0,0,7.6,2.6,0.32,Enrolled,2,0,0,0.0,0.0,0,0,0,0,0.0
1,1,1,140.0,19,19,5,5,131.3,0,0,1,1,1,22,1,0,1,0,12.4,0.5,1.79,Graduate,1,12,11,0.9166666666666666,12.533333333333333,12,0,0,1,1.0
1,0,12,120.0,37,38,5,5,155.7,0,0,1,1,0,33,0,0,0,0,10.8,1.4,1.74,Graduate,1,10,10,1.0,14.016666666666666,11,1,0,0,0.9090909090909091
1,1,42,130.0,1,38,9,6,128.5,0,0,1,1,0,21,7,0,5,0,8.9,1.4,3.51,Graduate,1,24,21,0.875,12.440909090909091,34,0,0,0,0.7058823529411765
2,1,1,100.0,37,37,9,5,170.0,0,0,1,1,0,45,0,0,0,0,15.5,2.8,-4.06,Graduate,1,10,10,1.0,14.816666666666666,11,1,0,0,0.9090909090909091
2,1,1,133.1,37,37,9,9,100.0,0,0,0,1,0,44,4,0,1,0,15.5,2.8,-4.06,Dropout,0,17,5,0.29411764705882354,11.75,18,1,1,0,0.9444444444444444
4,1,1,110.0,19,19,90,99,107.2,0,0,1,1,0,42,0,0,0,0,12.7,3.7,-1.7,Dropout,0,12,0,0.0,0.0,0,1,0,0,0.0
1,1,1,147.0,19,1,9,7,139.3,1,0,1,1,0,20,0,0,0,0,12.4,0.5,1.79,Dropout,0,10,0,0.0,0.0,0,0,0,0,0.0
1,1,1,133.0,19,38,5,6,123.2,1,0,1,1,0,20,0,1,0,0,9.4,-0.8,-3.12,Enrolled,2,10,5,0.5,12.583333333333332,19,0,0,0,0.5263157894736842
1,1,1,137.0,1,38,2,8,122.3,1,0,1,1,1,20,0,0,0,0,8.9,1.4,3.51,Graduate,1,12,12,1.0,13.607142857142858,13,0,0,1,0.9230769230769231
1,1,1,124.0,1,1,4,4,127.9,1,0,1,1,0,20,0,0,0,0,9.4,-0.8,-3.12,Enrolled,2,12,7,0.5833333333333334,11.958333333333332,24,0,0,0,0.5
1,1,1,128.0,1,1,9,6,120.3,0,0,1,1,0,19,0,0,0,0,8.9,1.4,3.51,Enrolled,2,10,7,0.7,12.15,22,0,0,0,0.45454545454545453
1,0,1,120.0,1,1,4,4,128.5,0,1,0,1,0,26,2,0,5,0,12.4,0.5,1.79,Dropout,0,18,11,0.6111111111111112,10.464285714285715,29,1,1,0,0.6206896551724138
2,1,1,133.1,37,37,8,7,150.0,0,0,1,1,0,31,0,0,0,0,13.9,-0.3,0.79,Graduate,1,12,11,0.9166666666666666,13.75,21,1,0,0,0.5714285714285714
1,1,1,142.0,1,19,9,9,136.1,0,1,1,1,1,19,0,0,0,0,16.2,0.3,-0.92,Graduate,1,12,12,1.0,13.333333333333332,12,0,1,1,1.0
1,1,19,100.0,37,37,0,0,128.0,1,0,1,1,0,28,0,0,0,0,7.6,2.6,0.32,Graduate,1,12,12,1.0,13.416666666666666,13,1,0,0,0.9230769230769231
1,1,1,149.0,19,37,9,9,158.1,1,0,1,1,1,20,0,0,0,0,10.8,1.4,1.74,Graduate,1,0,0,0.0,0.0,0,0,0,0,0.0
2,0,1,110.0,37,1,9,10,108.7,1,0,1,0,0,43,0,0,0,0,9.4,-0.8,-3.12,Graduate,1,12,12,1.0,12.75,12,1,0,0,1.0
1,1,19,133.1,1,19,2,7,110.0,0,0,1,1,1,25,0,0,0,0,15.5,2.8,-4.06,Dropout,0,0,0,0.0,0.0,0,1,0,0,0.0
1,1,19,133.1,37,37,9,9,120.0,0,1,1,0,0,40,0,0,0,0,16.2,0.3,-0.92,Dropout,0,12,3,0.25,12.5,23,1,1,0,0.5217391304347826
1,1,39,150.0,5,4,1,1,150.0,0,0,1,0,0,20,2,0,1,0,12.4,0.5,1.79,Graduate,1,12,11,0.9166666666666666,13.354166666666668,23,0,0,0,0.5217391304347826
2,0,12,133.1,37,37,9,1,113.0,0,0,1,0,0,46,0,0,0,0,11.1,0.6,2.02,Graduate,1,12,9,0.75,12.833333333333334,19,1,0,0,0.631578947368421
1,1,1,121.0,19,37,5,7,118.6,0,0,1,0,0,26,14,0,10,0,8.9,1.4,3.51,Graduate,1,35,34,0.9714285714285714,12.412337662337663,41,1,0,0,0.8536585365853658
2,1,1,133.1,3,1,5,5,148.8,0,0,1,0,1,34,0,0,0,0,12.4,0.5,1.79,Graduate,1,15,13,0.8666666666666667,12.792380952380952,16,1,0,1,0.9375
1,1,1,122.0,38,37,9,5,120.3,1,0,1,0,0,19,0,0,0,0,10.8,1.4,1.74,Dropout,0,12,0,0.0,0.0,0,0,0,0,0.0
1,1,1,143.0,19,19,9,9,127.0,1,0,1,0,1,18,0,0,0,0,12.7,3.7,-1.7,Graduate,1,16,14,0.875,13.585714285714284,16,0,0,1,1.0
1,1,1,123.0,19,19,4,9,113.8,1,0,1,0,0,18,0,0,0,0,12.7,3.7,-1.7,Graduate,1,15,15,1.0,11.290277777777778,19,0,0,0,0.7894736842105263
1,0,1,120.0,38,37,9,7,108.0,0,0,1,1,1,37,1,0,1,0,13.9,-0.3,0.79,Graduate,1,13,11,0.8461538461538461,11.928571428571429,16,1,0,1,0.8125
1,1,1,114.0,19,38,9,7,129.1,0,0,1,1,1,23,0,0,0,0,9.4,-0.8,-3.12,Graduate,1,0,0,0.0,0.0,0,0,0,0,0.0
1,1,1,114.0,19,38,9,7,135.9,0,0,1,1,0,26,9,0,7,0,15.5,2.8,-4.06,Graduate,1,27,27,1.0,13.807692307692308,27,1,0,0,1.0
1,1,1,154.4,19,38,3,5,154.4,1,0,0,0,0,18,0,0,0,0,10.8,1.4,1.74,Dropout,0,12,5,0.4166666666666667,6.0,8,0,1,0,1.5
1,1,1,190.0,3,2,122,4,190.0,1,0,1,0,0,18,0,0,0,0,12.4,0.5,1.79,Enrolled,2,14,9,0.6428571428571429,11.997499999999999,25,0,0,0,0.56
1,1,1,136.0,3,3,2,2,132.5,1,0,1,0,0,19,0,0,0,0,11.1,0.6,2.02,Graduate,1,15,15,1.0,13.130535714285713,16,0,0,0,0.9375
1,1,1,163.3,19,1,4,9,163.3,0,0,1,0,0,18,0,0,0,0,12.4,0.5,1.79,Graduate,1,12,12,1.0,12.75,22,0,0,0,0.5454545454545454
1,1,1,126.0,1,3,4,3,122.5,1,0,1,0,0,19,0,0,0,0,8.9,1.4,3.51,Dropout,0,12,11,0.9166666666666666,13.066666666666666,14,0,0,0,0.8571428571428571
1,1,1,122.0,1,1,191,171,121.0,1,0,1,1,0,20,0,0,0,0,8.9,1.4,3.51,Enrolled,2,10,5,0.5,12.125,24,0,0,0,0.4166666666666667
1,1,1,137.0,1,1,1,5,131.8,0,0,1,0,1,22,0,0,0,0,9.4,-0.8,-3.12,Graduate,1,12,10,0.8333333333333334,12.083333333333332,16,0,0,1,0.75
1,1,1,139.0,19,1,9,5,135.0,1,0,1,0,1,18,0,0,0,0,12.7,3.7,-1.7,Graduate,1,16,14,0.875,12.214285714285714,16,0,0,1,1.0
1,1,1,142.0,19,39,5,4,141.7,0,0,1,0,1,18,0,0,0,0,13.9,-0.3,0.79,Graduate,1,12,12,1.0,12.833333333333332,14,0,0,1,0.8571428571428571
1,1,1,133.1,38,38,5,5,131.3,1,0,1,0,1,18,0,0,0,0,8.9,1.4,3.51,Graduate,1,12,12,1.0,12.892857142857142,13,0,0,1,0.9230769230769231
1,1,1,126.0,38,37,5,7,123.9,1,0,1,0,1,18,0,0,0,0,12.4,0.5,1.79,Graduate,1,12,12,1.0,13.0,13,0,0,1,0.9230769230769231
1,1,1,131.0,4,3,7,4,126.1,1,0,1,0,0,18,0,0,0,0,8.9,1.4,3.51,Graduate,1,12,12,1.0,11.654761904761905,14,0,0,0,0.8571428571428571
1,1,1,131.0,1,19,7,7,126.5,1,0,1,0,1,19,0,0,0,0,11.1,0.6,2.02,Graduate,1,15,14,0.9333333333333333,13.480714285714285,17,0,0,1,0.8823529411764706
1,1,1,108.0,19,1,5,5,107.3,0,0,1,0,0,20,0,0,0,0,15.5,2.8,-4.06,Dropout,0,12,0,0.0,0.0,0,0,0,0,0.0
1,1,1,133.1,1,19,9,5,95.0,1,0,1,0,1,19,0,0,0,0,15.5,2.8,-4.06,Dropout,0,12,6,0.5,5.833333333333333,19,0,0,0,0.631578947368421
1,1,1,122.0,3,1,4,7,116.1,1,0,1,0,0,18,0,0,0,0,15.5,2.8,-4.06,Graduate,1,12,9,0.75,12.076923076923077,25,0,0,0,0.48
1,1,1,143.0,1,1,9,7,134.6,1,0,1,0,1,18,0,0,0,0,12.4,0.5,1.79,Dropout,0,12,12,1.0,13.666666666666668,12,0,0,1,1.0
1,1,1,135.0,19,19,7,7,128.0,1,0,1,0,1,18,0,0,0,0,11.1,0.6,2.02,Graduate,1,15,15,1.0,14.048839285714285,15,0,0,1,1.0
1,1,1,148.0,3,38,2,6,144.2,1,0,1,0,0,18,0,0,0,0,12.4,0.5,1.79,Graduate,1,12,12,1.0,14.726190476190476,13,0,0,0,0.9230769230769231
1,1,1,134.0,19,38,4,8,129.5,0,0,1,0,1,18,0,0,0,0,10.8,1.4,1.74,Graduate,1,10,9,0.9,12.1125,17,0,0,1,0.5882352941176471
1,1,1,122.0,1,1,4,7,116.8,1,1,1,0,0,18,0,0,0,0,16.2,0.3,-0.92,Graduate,1,12,12,1.0,12.0,12,0,1,0,1.0
1,1,39,160.0,37,38,9,6,160.0,0,0,1,0,1,20,0,0,0,0,16.2,0.3,-0.92,Graduate,1,12,12,1.0,12.9125,18,0,0,1,0.6666666666666666
1,1,1,126.0,38,37,3,5,127.1,1,0,1,0,1,19,0,0,0,0,9.4,-0.8,-3.12,Graduate,1,12,9,0.75,11.833333333333332,21,0,0,1,0.5714285714285714
1,1,1,138.0,2,19,2,6,126.3,1,0,1,0,1,18,0,1,0,0,8.9,1.4,3.51,Enrolled,2,12,12,1.0,12.916666666666668,15,0,0,1,0.8
1,1,1,115.0,38,38,8,7,112.9,1,0,1,0,1,19,0,0,0,0,12.4,0.5,1.79,Graduate,1,12,12,1.0,12.5,15,0,0,1,0.8
1,1,1,141.0,3,1,1,5,130.2,1,0,1,0,0,19,0,1,0,0,12.7,3.7,-1.7,Enrolled,2,12,9,0.75,11.075,15,0,0,0,0.8
1,1,1,100.0,3,4,3,2,100.0,0,0,1,0,0,19,0,2,0,0,9.4,-0.8,-3.12,Enrolled,2,10,10,1.0,15.0,17,0,0,0,0.5882352941176471
1,1,1,130.0,19,19,7,7,121.6,0,0,1,0,0,19,0,0,0,0,12.4,0.5,1.79,Graduate,1,12,12,1.0,15.273809523809524,13,0,0,0,0.9230769230769231
1,1,1,130.0,42,1,2,7,130.0,0,1,1,0,0,20,0,0,0,0,8.9,1.4,3.51,Graduate,1,12,11,0.9166666666666666,13.25,15,0,1,0,0.8
1,1,1,135.0,38,19,9,5,121.7,1,0,1,0,1,18,0,0,0,0,10.8,1.4,1.74,Graduate,1,10,9,0.9,11.95,12,0,0,1,0.8333333333333334
1,1,3,120.0,1,39,4,7,120.0,0,0,1,0,0,33,2,0,0,0,12.4,0.5,1.79,Dropout,0,10,2,0.2,7.0,14,1,0,0,0.7142857142857143
1,1,1,148.0,19,19,4,5,143.5,0,0,1,0,1,19,0,0,0,0,13.9,-0.3,0.79,Dropout,0,13,6,0.46153846153846156,6.416666666666667,14,0,0,0,0.9285714285714286
1,1,1,136.0,1,1,9,9,128.3,0,0,1,0,1,18,0,0,0,0,15.5,2.8,-4.06,Graduate,1,15,15,1.0,14.089285714285715,15,0,0,1,1.0
1,1,1,108.0,19,1,4,3,111.9,0,0,1,0,0,19,0,0,0,0,8.9,1.4,3.51,Dropout,0,12,0,0.0,0.0,0,0,0,0,0.0
1,1,39,140.0,38,38,6,3,140.0,0,0,1,0,0,19,0,0,0,0,15.5,2.8,-4.06,Enrolled,2,12,7,0.5833333333333334,11.583333333333332,32,0,0,0,0.375
1,1,1,153.0,3,1,2,8,137.6,1,0,1,0,0,18,0,0,0,0,12.4,0.5,1.79,Graduate,1,12,12,1.0,15.166666666666668,13,0,0,0,0.9230769230769231
1,1,1,135.0,19,19,9,5,135.0,1,0,1,0,0,20,0,0,0,0,10.8,1.4,1.74,Graduate,1,12,12,1.0,12.833333333333334,12,0,0,0,1.0
1,1,1,146.0,19,37,7,7,133.8,1,0,1,0,0,19,0,1,0,1,9.4,-0.8,-3.12,Graduate,1,16,16,1.0,13.2325,18,0,0,0,0.8888888888888888
1,1,1,130.0,19,19,9,9,126.9,1,0,1,1,1,18,0,0,0,0,9.4,-0.8,-3.12,Graduate,1,12,12,1.0,14.083333333333332,12,0,0,1,1.0
1,1,1,113.0,1,2,5,3,106.7,1,1,1,1,1,19,0,0,0,0,13.9,-0.3,0.79,Dropout,0,12,2,0.16666666666666666,5.0,20,0,1,0,0.6
1,0,1,145.7,37,37,9,9,145.7,1,0,1,0,0,25,8,0,11,0,13.9,-0.3,0.79,Graduate,1,29,26,0.896551724137931,12.803030303030303,29,1,0,0,1.0
1,1,1,145.0,3,3,4,4,153.1,1,0,1,0,1,20,0,0,0,0,12.7,3.7,-1.7,Enrolled,2,12,12,1.0,13.416666666666668,12,0,0,1,1.0
1,0,1,126.0,38,37,5,5,118.7,0,0,1,0,0,19,0,0,0,0,12.7,3.7,-1.7,Graduate,1,12,12,1.0,12.0,12,0,0,0,1.0
1,0,1,160.0,34,34,0,0,161.8,1,1,1,1,0,33,0,0,0,0,7.6,2.6,0.32,Dropout,0,10,2,0.2,5.25,13,1,1,0,0.7692307692307693
1,1,1,134.0,19,38,194,175,124.9,1,1,1,1,0,18,0,0,0,0,8.9,1.4,3.51,Enrolled,2,10,6,0.6,11.0,20,0,1,0,0.5
1,1,1,163.0,19,37,5,8,150.8,1,0,1,1,0,18,0,0,0,3,7.6,2.6,0.32,Enrolled,2,10,6,0.6,10.5,20,0,0,0,0.5
1,1,1,130.0,1,1,2,3,130.0,0,0,1,0,0,19,0,0,0,0,11.1,0.6,2.02,Graduate,1,10,9,0.9,11.7,16,0,0,0,0.625
1,1,1,165.0,3,3,2,2,163.6,1,0,1,0,0,18,0,0,0,0,12.4,0.5,1.79,Enrolled,2,0,0,0.0,0.0,0,0,0,0,0.0
1,1,1,142.0,38,19,141,171,115.0,0,0,1,0,0,19,0,0,0,0,13.9,-0.3,0.79,Enrolled,2,10,7,0.7,11.083333333333332,20,0,0,0,0.5
1,1,1,156.0,19,1,5,10,136.8,1,0,1,0,0,18,0,0,0,0,11.1,0.6,2.02,Dropout,0,12,12,1.0,13.75,12,0,0,0,1.0
1,1,1,141.0,3,19,2,7,130.9,1,0,1,0,0,18,0,0,0,0,7.6,2.6,0.32,Graduate,1,12,11,0.9166666666666666,13.05,15,0,0,0,0.8
1,1,1,143.0,19,37,7,7,127.0,1,0,1,0,0,18,0,0,0,0,9.4,-0.8,-3.12,Graduate,1,16,16,1.0,13.07375,16,0,0,0,1.0
2,1,19,133.1,38,38,2,10,120.0,0,0,1,0,0,37,0,0,0,0,16.2,0.3,-0.92,Dropout,0,14,2,0.14285714285714285,5.375,18,1,0,0,0.7777777777777778
1,1,1,133.0,38,1,2,4,126.0,0,0,1,0,0,20,0,0,0,0,9.4,-0.8,-3.12,Enrolled,2,11,1,0.09090909090909091,6.0,21,0,0,0,0.5238095238095238
1,1,1,172.0,37,37,5,5,153.8,1,0,1,0,1,20,0,0,0,0,10.8,1.4,1.74,Graduate,1,12,12,1.0,13.666666666666668,12,0,0,1,1.0
1,1,1,140.0,19,19,9,6,140.0,0,0,1,1,0,21,0,0,0,0,11.1,0.6,2.02,Graduate,1,12,12,1.0,12.880952380952381,14,0,0,0,0.8571428571428571
1,1,1,142.0,38,1,5,4,136.6,0,0,1,0,1,18,0,0,0,0,12.4,0.5,1.79,Graduate,1,15,15,1.0,14.1265873015873,16,0,0,1,0.9375
1,0,1,140.0,19,1,9,8,105.0,0,0,1,0,0,26,0,1,0,0,15.5,2.8,-4.06,Enrolled,2,12,8,0.6666666666666666,10.933333333333334,23,1,0,0,0.5217391304347826
1,1,12,133.1,37,37,9,7,139.4,0,1,1,0,0,41,0,0,0,0,7.6,2.6,0.32,Enrolled,2,10,10,1.0,11.899999999999999,14,1,1,0,0.7142857142857143
1,1,1,148.0,19,1,3,9,140.0,1,0,1,0,1,18,0,0,0,0,16.2,0.3,-0.92,Graduate,1,12,12,1.0,14.166666666666666,12,0,0,1,1.0
1,1,1,137.0,19,37,9,7,130.8,0,1,1,0,0,18,0,1,0,1,9.4,-0.8,-3.12,Graduate,1,16,16,1.0,14.4025,18,0,1,0,0.8888888888888888
1,1,1,143.0,38,38,9,9,138.8,1,0,1,0,0,31,0,0,0,0,11.1,0.6,2.02,Graduate,1,15,15,1.0,15.928125,17,1,0,0,0.8823529411764706
1,1,1,133.1,1,1,4,10,110.0,0,1,1,0,0,23,0,0,0,0,12.7,3.7,-1.7,Graduate,1,12,12,1.0,13.395833333333332,14,0,1,0,0.8571428571428571
1,1,1,138.0,37,19,9,9,127.8,1,0,1,0,0,19,0,0,0,0,7.6,2.6,0.32,Graduate,1,14,12,0.8571428571428571,14.983333333333334,14,0,0,0,1.0
1,1,1,138.0,37,38,4,9,134.2,1,0,1,0,1,20,0,0,0,0,11.1,0.6,2.02,Graduate,1,12,12,1.0,14.0,12,0,0,1,1.0
2,0,1,150.0,37,37,7,5,143.0,0,0,1,0,0,40,5,0,3,0,12.7,3.7,-1.7,Graduate,1,16,16,1.0,15.015873015873016,16,1,0,0,1.0
1,1,39,120.0,37,37,9,9,120.0,1,1,1,0,0,32,0,0,0,0,16.2,0.3,-0.92,Dropout,0,12,7,0.5833333333333334,11.25,28,1,1,0,0.42857142857142855
1,1,1,110.0,37,37,9,7,113.2,1,0,1,0,0,24,0,0,0,0,10.8,1.4,1.74,Dropout,0,12,3,0.25,10.25,25,0,0,0,0.48
1,1,1,146.0,19,37,5,8,135.8,1,0,1,0,0,18,0,0,0,0,7.6,2.6,0.32,Graduate,1,14,12,0.8571428571428571,13.983333333333334,14,0,0,0,1.0
1,1,1,148.0,37,37,9,9,143.5,0,0,1,0,0,18,0,0,0,0,10.8,1.4,1.74,Graduate,1,12,12,1.0,12.916666666666668,12,0,0,0,1.0
1,1,1,145.0,19,37,4,7,148.9,1,0,1,0,1,18,0,0,0,0,10.8,1.4,1.74,Graduate,1,12,12,1.0,13.333333333333332,12,0,0,1,1.0
1,1,1,133.1,38,38,4,7,115.6,1,0,0,0,0,27,0,0,0,0,15.5,2.8,-4.06,Dropout,0,12,0,0.0,0.0,16,1,1,0,0.75
1,1,1,160.0,38,37,9,5,159.3,0,0,1,0,0,18,0,0,0,0,7.6,2.6,0.32,Graduate,1,10,10,1.0,14.9,10,0,0,0,1.0
1,0,1,150.0,19,37,9,8,138.5,0,0,1,0,0,26,0,0,0,0,12.7,3.7,-1.7,Enrolled,2,10,8,0.8,11.625,19,1,0,0,0.5263157894736842
1,1,1,130.0,19,12,9,4,133.2,1,0,1,0,0,19,0,0,0,0,7.6,2.6,0.32,Graduate,1,12,12,1.0,13.916666666666666,13,0,0,0,0.9230769230769231
1,0,1,120.0,37,34,0,0,117.6,1,0,1,0,0,19,0,0,0,0,7.6,2.6,0.32,Graduate,1,12,11,0.9166666666666666,12.1,15,0,0,0,0.8
1,1,1,115.0,1,37,5,5,108.7,1,0,1,0,0,21,0,1,0,0,9.4,-0.8,-3.12,Enrolled,2,10,6,0.6,12.333333333333332,17,0,0,0,0.5882352941176471
1,1,1,133.1,1,19,4,6,106.0,1,0,1,0,0,24,0,0,0,0,12.7,3.7,-1.7,Enrolled,2,10,3,0.3,10.75,25,0,0,0,0.4
1,1,1,120.0,37,37,9,10,122.6,0,0,1,0,0,20,0,0,0,0,12.7,3.7,-1.7,Dropout,0,12,5,0.4166666666666667,11.416666666666668,19,0,0,0,0.631578947368421
1,1,1,134.0,19,1,5,9,127.4,1,0,1,0,0,18,0,0,0,0,10.8,1.4,1.74,Enrolled,2,12,10,0.8333333333333334,12.2,14,0,0,0,0.8571428571428571
1,1,1,133.1,19,19,9,9,100.0,0,0,1,0,0,30,0,0,0,0,11.1,0.6,2.02,Dropout,0,12,0,0.0,0.0,12,1,0,0,1.0
1,1,1,133.1,19,37,9,9,95.0,1,1,0,0,0,22,0,0,0,0,11.1,0.6,2.02,Enrolled,2,14,12,0.8571428571428571,12.333333333333332,18,0,1,0,0.7777777777777778
1,1,3,130.0,37,19,9,8,130.0,0,0,1,0,0,21,4,0,3,0,10.8,1.4,1.74,Graduate,1,19,19,1.0,11.252136752136753,27,0,0,0,0.7037037037037037
1,1,1,120.0,19,19,4,5,122.8,0,0,1,0,0,26,0,0,0,0,13.9,-0.3,0.79,Dropout,0,15,14,0.9333333333333333,11.920833333333334,20,1,0,0,0.75
1,1,1,115.0,19,19,7,7,115.0,1,0,1,0,0,23,0,1,0,0,9.4,-0.8,-3.12,Enrolled,2,10,3,0.3,11.0,16,0,0,0,0.625
1,1,1,135.0,19,37,5,9,145.9,0,0,1,0,1,18,0,0,0,0,16.2,0.3,-0.92,Graduate,1,12,12,1.0,12.416666666666666,12,0,0,1,1.0
1,1,1,133.1,1,37,5,9,143.0,1,1,1,0,0,21,0,0,0,0,12.7,3.7,-1.7,Dropout,0,12,10,0.8333333333333334,11.8,17,0,1,0,0.7058823529411765
1,1,1,145.0,19,38,9,9,100.0,0,0,1,0,1,18,0,0,0,0,13.9,-0.3,0.79,Dropout,0,0,0,0.0,0.0,0,0,0,0,0.0
